"game_id","season","type","date_time","away_team_id","home_team_id","away_goals","home_goals","outcome","home_rink_side_start","venue","venue_link","venue_time_zone_id","venue_time_zone_offset","venue_time_zone_tz"
"2015020548","20152016","R",2015-12-30,"24","20",1,0,"away win REG","right","Scotiabank Saddledome","/api/v1/venues/null","America/Denver",-6,"MDT"

"2016030173","20162017","P",2017-04-18,"24","20",5,4,"away win OT","right","Scotiabank Saddledome","/api/v1/venues/null","America/Denver",-6,"MDT"
"2016030174","20162017","P",2017-04-20,"24","20",3,1,"away win REG","right","Scotiabank Saddledome","/api/v1/venues/null","America/Denver",-6,"MDT"
"2016020375","20162017","R",2016-12-05,"24","20",3,8,"home win REG","right","Scotiabank Saddledome","/api/v1/venues/null","America/Denver",-6,"MDT"
"2016021174","20162017","R",2017-04-03,"24","20",4,3,"away win REG","right","Scotiabank Saddledome","/api/v1/venues/null","America/Denver",-6,"MDT"
"2016020541","20162017","R",2016-12-30,"24","20",3,1,"away win REG","right","Scotiabank Saddledome","/api/v1/venues/null","America/Denver",-6,"MDT"

"2017020640","20172018","R",2018-01-07,"24","20",2,3,"home win REG","right","Scotiabank Saddledome","/api/v1/venues/null","America/Denver",-6,"MDT"
"2017021135","20172018","R",2018-03-22,"24","20",4,0,"away win REG","right","Scotiabank Saddledome","/api/v1/venues/null","America/Denver",-6,"MDT"

- "20" v "24"
"2012020354","20122013","R",2013-03-09,"20","24",0,4,"home win REG","left","Honda Center","/api/v1/venues/null","America/Los_Angeles",-7,"PDT"
"2013020095","20132014","R",2013-10-17,"20","24",2,3,"home win REG","left","Honda Center","/api/v1/venues/null","America/Los_Angeles",-7,"PDT"

"2013020384","20132014","R",2013-11-29,"20","24",2,5,"home win REG","left","Honda Center","/api/v1/venues/null","America/Los_Angeles",-7,"PDT"

"2014030241","20142015","P",2015-05-01,"20","24",1,6,"home win REG","left","Honda Center","/api/v1/venues/null","America/Los_Angeles",-7,"PDT"
"2014030242","20142015","P",2015-05-04,"20","24",0,3,"home win REG","left","Honda Center","/api/v1/venues/null","America/Los_Angeles",-7,"PDT"
"2014030245","20142015","P",2015-05-11,"20","24",2,3,"home win OT","left","Honda Center","/api/v1/venues/null","America/Los_Angeles",-7,"PDT"
"2014020695","20142015","R",2015-01-22,"20","24",3,6,"home win REG","left","Honda Center","/api/v1/venues/null","America/Los_Angeles",-7,"PDT"
"2014020322","20142015","R",2014-11-26,"20","24",2,3,"home win REG","left","Honda Center","/api/v1/venues/null","America/Los_Angeles",-7,"PDT"

"2015020316","20152016","R",2015-11-25,"20","24",3,5,"home win REG","left","Honda Center","/api/v1/venues/null","America/Los_Angeles",-7,"PDT"
"2015020887","20152016","R",2016-02-22,"20","24",2,5,"home win REG","left","Honda Center","/api/v1/venues/null","America/Los_Angeles",-7,"PDT"
"2015021151","20152016","R",2016-03-31,"20","24",3,8,"home win REG","left","Honda Center","/api/v1/venues/null","America/Los_Angeles",-7,"PDT"

"2016030171","20162017","P",2017-04-14,"20","24",2,3,"home win REG","left","Honda Center","/api/v1/venues/null","America/Los_Angeles",-7,"PDT"
"2016030172","20162017","P",2017-04-16,"20","24",2,3,"home win REG","left","Honda Center","/api/v1/venues/null","America/Los_Angeles",-7,"PDT"
"2016020179","20162017","R",2016-11-07,"20","24",1,4,"home win REG","left","Honda Center","/api/v1/venues/null","America/Los_Angeles",-7,"PDT"
"2016021189","20162017","R",2017-04-05,"20","24",1,3,"home win REG","left","Honda Center","/api/v1/venues/null","America/Los_Angeles",-7,"PDT"

"2017020586","20172018","R",2017-12-30,"20","24",1,2,"home win REG","left","Honda Center","/api/v1/venues/null","America/Los_Angeles",-7,"PDT"
"2017020038","20172018","R",2017-10-10,"20","24",2,0,"away win REG","left","Honda Center","/api/v1/venues/null","America/Los_Angeles",-7,"PDT"
